"","CRUISE6","STATION","STRATUM","TOW","AVGDEPTH","BEGLAT","BEGLON","ENDLAT","ENDLON","SPECIES","ACTION_NAME","VALUE","ORGANISM_ID"
"624",202202,"0115","01030","003",113,3925.2,7234.6,3925.91,7233.69,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",36452
"625",202202,"0115","01030","003",113,3925.2,7234.6,3925.91,7233.69,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",36453
"626",202202,"0115","01030","003",113,3925.2,7234.6,3925.91,7233.69,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",37057
"627",202202,"0115","01030","003",113,3925.2,7234.6,3925.91,7233.69,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",37085
"628",202202,"0115","01030","003",113,3925.2,7234.6,3925.91,7233.69,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",37097
"629",202202,"0115","01030","003",113,3925.2,7234.6,3925.91,7233.69,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",37103
"630",202202,"0115","01030","003",113,3925.2,7234.6,3925.91,7233.69,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",37108
"631",202202,"0119","01030","004",130,3941.1,7207.1,3940.66,7205.98,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40010
"632",202202,"0119","01030","004",130,3941.1,7207.1,3940.66,7205.98,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40015
"633",202202,"0119","01030","004",130,3941.1,7207.1,3940.66,7205.98,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40026
"634",202202,"0119","01030","004",130,3941.1,7207.1,3940.66,7205.98,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40035
"635",202202,"0119","01030","004",130,3941.1,7207.1,3940.66,7205.98,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40091
"636",202202,"0119","01030","004",130,3941.1,7207.1,3940.66,7205.98,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40254
"637",202202,"0119","01030","004",130,3941.1,7207.1,3940.66,7205.98,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40259
"638",202202,"0119","01030","004",130,3941.1,7207.1,3940.66,7205.98,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40262
"639",202202,"0119","01030","004",130,3941.1,7207.1,3940.66,7205.98,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40266
"640",202202,"0119","01030","004",130,3941.1,7207.1,3940.66,7205.98,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",40267
"641",202202,"0171","01050","003",56,4054.12,7135.69,4053.25,7136.24,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",56504
"642",202202,"0170","01060","002",62,4050.2,7132.98,4049.92,7134.2,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",55779
"643",202202,"0170","01060","002",62,4050.2,7132.98,4049.92,7134.2,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",55812
"644",202202,"0170","01060","002",62,4050.2,7132.98,4049.92,7134.2,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",55816
"645",202202,"0170","01060","002",62,4050.2,7132.98,4049.92,7134.2,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",55820
"646",202202,"0170","01060","002",62,4050.2,7132.98,4049.92,7134.2,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",55832
"647",202202,"0152","01060","005",68,4025.95,7154.58,4025.08,7155.11,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",50085
"648",202202,"0152","01060","005",68,4025.95,7154.58,4025.08,7155.11,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",50099
"649",202202,"0152","01060","005",68,4025.95,7154.58,4025.08,7155.11,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",50101
"650",202202,"0152","01060","005",68,4025.95,7154.58,4025.08,7155.11,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",50102
"651",202202,"0152","01060","005",68,4025.95,7154.58,4025.08,7155.11,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",50103
"652",202202,"0151","01060","006",64,4015.91,7156.29,4015.02,7156.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",49944
"653",202202,"0151","01060","006",64,4015.91,7156.29,4015.02,7156.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",49951
"654",202202,"0151","01060","006",64,4015.91,7156.29,4015.02,7156.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",49953
"655",202202,"0151","01060","006",64,4015.91,7156.29,4015.02,7156.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",49954
"656",202202,"0151","01060","006",64,4015.91,7156.29,4015.02,7156.86,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",49955
"657",202202,"0165","01070","001",118,4016,7053.97,4016.76,7054.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52831
"658",202202,"0165","01070","001",118,4016,7053.97,4016.76,7054.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52864
"659",202202,"0165","01070","001",118,4016,7053.97,4016.76,7054.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52958
"660",202202,"0165","01070","001",118,4016,7053.97,4016.76,7054.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52966
"661",202202,"0165","01070","001",118,4016,7053.97,4016.76,7054.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52982
"662",202202,"0165","01070","001",118,4016,7053.97,4016.76,7054.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52837
"663",202202,"0165","01070","001",118,4016,7053.97,4016.76,7054.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52848
"664",202202,"0165","01070","001",118,4016,7053.97,4016.76,7054.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52852
"665",202202,"0165","01070","001",118,4016,7053.97,4016.76,7054.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52855
"666",202202,"0165","01070","001",118,4016,7053.97,4016.76,7054.8,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",52860
"667",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53198
"668",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53231
"669",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53274
"670",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53333
"671",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53342
"672",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53521
"673",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53528
"674",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53545
"675",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53560
"676",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53562
"677",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53532
"678",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53539
"679",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53544
"680",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53548
"681",202202,"0166","01070","002",129,4006.61,7040.07,4006.79,7041.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53607
"682",202202,"0169","01070","003",161,4004.04,7050.42,4004.3,7051.67,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",55052
"683",202202,"0169","01070","003",161,4004.04,7050.42,4004.3,7051.67,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",55067
"684",202202,"0169","01070","003",161,4004.04,7050.42,4004.3,7051.67,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",55076
"685",202202,"0169","01070","003",161,4004.04,7050.42,4004.3,7051.67,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",55078
"686",202202,"0169","01070","003",161,4004.04,7050.42,4004.3,7051.67,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",55082
"687",202202,"0169","01070","003",161,4004.04,7050.42,4004.3,7051.67,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",55174
"688",202202,"0169","01070","003",161,4004.04,7050.42,4004.3,7051.67,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",55207
"689",202202,"0164","01070","004",123,4013.48,7059.65,4014.2,7100.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",51851
"690",202202,"0164","01070","004",123,4013.48,7059.65,4014.2,7100.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",51859
"691",202202,"0164","01070","004",123,4013.48,7059.65,4014.2,7100.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",51891
"692",202202,"0164","01070","004",123,4013.48,7059.65,4014.2,7100.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",51893
"693",202202,"0164","01070","004",123,4013.48,7059.65,4014.2,7100.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",51910
"694",202202,"0167","01080","003",284,3959.88,7046.16,3959.95,7047.44,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",53866
"695",202202,"0240","01090","001",54,4037.67,6929.06,4036.67,6929.53,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",89983
"696",202202,"0240","01090","001",54,4037.67,6929.06,4036.67,6929.53,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",89985
"697",202202,"0240","01090","001",54,4037.67,6929.06,4036.67,6929.53,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",89986
"698",202202,"0240","01090","001",54,4037.67,6929.06,4036.67,6929.53,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",89987
"699",202202,"0240","01090","001",54,4037.67,6929.06,4036.67,6929.53,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",89988
"700",202202,"0228","01090","002",45,4102.44,7045.29,4101.9,7044.19,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",84064
"701",202202,"0228","01090","002",45,4102.44,7045.29,4101.9,7044.19,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",84066
"702",202202,"0228","01090","002",45,4102.44,7045.29,4101.9,7044.19,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",84068
"703",202202,"0228","01090","002",45,4102.44,7045.29,4101.9,7044.19,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",84069
"704",202202,"0238","01100","002",73,4028.59,6953.26,4027.82,6954.05,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",88185
"705",202202,"0238","01100","002",73,4028.59,6953.26,4027.82,6954.05,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",88198
"706",202202,"0238","01100","002",73,4028.59,6953.26,4027.82,6954.05,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",88201
"707",202202,"0238","01100","002",73,4028.59,6953.26,4027.82,6954.05,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",88206
"708",202202,"0237","01100","004",63,4032.89,7000.24,4032.32,7001.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87269
"709",202202,"0237","01100","004",63,4032.89,7000.24,4032.32,7001.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87275
"710",202202,"0237","01100","004",63,4032.89,7000.24,4032.32,7001.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87305
"711",202202,"0237","01100","004",63,4032.89,7000.24,4032.32,7001.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87309
"712",202202,"0237","01100","004",63,4032.89,7000.24,4032.32,7001.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87310
"713",202202,"0237","01100","004",63,4032.89,7000.24,4032.32,7001.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87311
"714",202202,"0237","01100","004",63,4032.89,7000.24,4032.32,7001.32,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",87312
"715",202202,"0246","01100","005",87,4021.46,6900.17,4022.19,6901.07,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",91866
"716",202202,"0246","01100","005",87,4021.46,6900.17,4022.19,6901.07,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",91868
"717",202202,"0246","01100","005",87,4021.46,6900.17,4022.19,6901.07,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",91871
"718",202202,"0246","01100","005",87,4021.46,6900.17,4022.19,6901.07,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",91874
"719",202202,"0246","01100","005",87,4021.46,6900.17,4022.19,6901.07,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",91877
"720",202202,"0239","01100","006",61,4036.31,6944.97,4035.52,6945.79,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",88977
"721",202202,"0239","01100","006",61,4036.31,6944.97,4035.52,6945.79,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",88988
"722",202202,"0239","01100","006",61,4036.31,6944.97,4035.52,6945.79,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",88998
"723",202202,"0239","01100","006",61,4036.31,6944.97,4035.52,6945.79,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",89000
"724",202202,"0239","01100","006",61,4036.31,6944.97,4035.52,6945.79,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",89002
"725",202202,"0248","01110","001",158,4006.52,6859.1,4006.76,6900.35,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",92682
"726",202202,"0248","01110","001",158,4006.52,6859.1,4006.76,6900.35,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",92694
"727",202202,"0248","01110","001",158,4006.52,6859.1,4006.76,6900.35,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",92708
"728",202202,"0248","01110","001",158,4006.52,6859.1,4006.76,6900.35,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",92719
"729",202202,"0248","01110","001",158,4006.52,6859.1,4006.76,6900.35,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",92733
"730",202202,"0236","01110","002",120,4007.45,7014.93,4006.9,7015.96,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",86586
"731",202202,"0236","01110","002",120,4007.45,7014.93,4006.9,7015.96,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",86622
"732",202202,"0236","01110","002",120,4007.45,7014.93,4006.9,7015.96,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",86638
"733",202202,"0236","01110","002",120,4007.45,7014.93,4006.9,7015.96,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",86639
"734",202202,"0236","01110","002",120,4007.45,7014.93,4006.9,7015.96,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",86640
"735",202202,"0236","01110","002",120,4007.45,7014.93,4006.9,7015.96,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",86386
"736",202202,"0236","01110","002",120,4007.45,7014.93,4006.9,7015.96,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",86391
"737",202202,"0236","01110","002",120,4007.45,7014.93,4006.9,7015.96,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",86395
"738",202202,"0236","01110","002",120,4007.45,7014.93,4006.9,7015.96,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",86400
"739",202202,"0236","01110","002",120,4007.45,7014.93,4006.9,7015.96,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",86401
"740",202202,"0249","01110","003",133,4010.95,6853.39,4010.46,6854.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",93538
"741",202202,"0249","01110","003",133,4010.95,6853.39,4010.46,6854.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",93544
"742",202202,"0249","01110","003",133,4010.95,6853.39,4010.46,6854.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",93546
"743",202202,"0249","01110","003",133,4010.95,6853.39,4010.46,6854.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",93547
"744",202202,"0249","01110","003",133,4010.95,6853.39,4010.46,6854.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",93549
"745",202202,"0249","01110","003",133,4010.95,6853.39,4010.46,6854.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",93650
"746",202202,"0249","01110","003",133,4010.95,6853.39,4010.46,6854.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",93659
"747",202202,"0249","01110","003",133,4010.95,6853.39,4010.46,6854.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",93660
"748",202202,"0249","01110","003",133,4010.95,6853.39,4010.46,6854.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",93661
"749",202202,"0249","01110","003",133,4010.95,6853.39,4010.46,6854.5,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",93679
"750",202202,"0225","01110","004",120,4002.33,6941.25,4002.32,6939.97,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",82826
"751",202202,"0225","01110","004",120,4002.33,6941.25,4002.32,6939.97,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",82830
"752",202202,"0225","01110","004",120,4002.33,6941.25,4002.32,6939.97,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",82834
"753",202202,"0225","01110","004",120,4002.33,6941.25,4002.32,6939.97,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",82835
"754",202202,"0225","01110","004",120,4002.33,6941.25,4002.32,6939.97,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",82843
"755",202202,"0225","01110","004",120,4002.33,6941.25,4002.32,6939.97,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",82924
"756",202202,"0225","01110","004",120,4002.33,6941.25,4002.32,6939.97,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",82930
"757",202202,"0225","01110","004",120,4002.33,6941.25,4002.32,6939.97,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",82937
"758",202202,"0225","01110","004",120,4002.33,6941.25,4002.32,6939.97,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",82941
"759",202202,"0225","01110","004",120,4002.33,6941.25,4002.32,6939.97,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",82950
"760",202202,"0247","01120","001",194,4003.43,6904.36,4004.38,6904.04,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",92278
"761",202202,"0247","01120","001",194,4003.43,6904.36,4004.38,6904.04,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",92288
"762",202202,"0247","01120","001",194,4003.43,6904.36,4004.38,6904.04,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",92295
"763",202202,"0247","01120","001",194,4003.43,6904.36,4004.38,6904.04,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",92296
"764",202202,"0247","01120","001",194,4003.43,6904.36,4004.38,6904.04,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",92298
"765",202202,"0235","01120","002",223,4001.53,7019.15,4001.22,7020.38,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",85920
"766",202202,"0235","01120","002",223,4001.53,7019.15,4001.22,7020.38,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",85931
"767",202202,"0235","01120","002",223,4001.53,7019.15,4001.22,7020.38,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",85937
"768",202202,"0235","01120","002",223,4001.53,7019.15,4001.22,7020.38,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",85975
"769",202202,"0235","01120","002",223,4001.53,7019.15,4001.22,7020.38,"Peprilus triacanthus (butterfish)","Llopiz Request - SNE","Freeze for Llopiz at -80",85991
"770",202202,"0250","01130","001",72,4031.66,6839.77,4031.14,6840.87,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",94303
"771",202202,"0250","01130","001",72,4031.66,6839.77,4031.14,6840.87,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",94308
"772",202202,"0250","01130","001",72,4031.66,6839.77,4031.14,6840.87,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",94310
"773",202202,"0212","01130","002",72,4045.78,6756.01,4046.37,6757.1,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",76537
"774",202202,"0212","01130","002",72,4045.78,6756.01,4046.37,6757.1,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",76538
"775",202202,"0212","01130","002",72,4045.78,6756.01,4046.37,6757.1,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",76539
"776",202202,"0213","01130","003",74,4043.83,6751.39,4044.35,6752.58,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",77361
"777",202202,"0213","01130","003",74,4043.83,6751.39,4044.35,6752.58,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",77362
"778",202202,"0213","01130","003",74,4043.83,6751.39,4044.35,6752.58,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",77363
"779",202202,"0218","01130","004",98,4033.64,6808.12,4033.3,6806.91,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",79936
"780",202202,"0218","01130","004",98,4033.64,6808.12,4033.3,6806.91,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",79940
"781",202202,"0218","01130","004",98,4033.64,6808.12,4033.3,6806.91,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",79941
"782",202202,"0220","01130","005",106,4026.42,6819.21,4027.22,6818.49,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",80424
"783",202202,"0220","01130","005",106,4026.42,6819.21,4027.22,6818.49,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",80406
"784",202202,"0220","01130","005",106,4026.42,6819.21,4027.22,6818.49,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",80428
"785",202202,"0220","01130","005",106,4026.42,6819.21,4027.22,6818.49,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",80430
"786",202202,"0221","01140","001",154,4018.97,6815.34,4019.66,6814.38,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",81043
"787",202202,"0221","01140","001",154,4018.97,6815.34,4019.66,6814.38,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",81069
"788",202202,"0221","01140","001",154,4018.97,6815.34,4019.66,6814.38,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",81101
"789",202202,"0221","01140","001",154,4018.97,6815.34,4019.66,6814.38,"Peprilus triacanthus (butterfish)","Llopiz Request - GB","Freeze for Llopiz at -80",81208
